sec_code,weight,trade_date
601766.SH,0.0340864048044905,2018-03-07
600967.SH,0.0139806072099937,2018-03-07
300532.SZ,0.0124102474149947,2018-03-07
600566.SH,0.0176538539601549,2018-03-07
600498.SH,0.0104603368800242,2018-03-07
600487.SH,0.0309112337917255,2018-03-07
600079.SH,0.0218644400494953,2018-03-07
600056.SH,0.0342428880800971,2018-03-07
600050.SH,0.0302766247313592,2018-03-07
300595.SZ,0.0337249401648714,2018-03-07
600548.SH,0.0311868408072577,2018-03-07
603716.SH,0.0023545042632819,2018-03-07
300233.SZ,0.0282832767598546,2018-03-07
300177.SZ,0.0089279381670971,2018-03-07
000063.SZ,0.007269218114925,2018-03-07
300188.SZ,0.0001627174503722,2018-03-07
000546.SZ,0.0230599414995292,2018-03-07
000818.SZ,0.0161257940883832,2018-03-07
002003.SZ,0.0032520560650134,2018-03-07
002007.SZ,0.0290772659169422,2018-03-07
002019.SZ,0.0009420652098162,2018-03-07
002020.SZ,0.0095796105693903,2018-03-07
002153.SZ,0.0097392066017953,2018-03-07
002180.SZ,0.0037180902657842,2018-03-07
002186.SZ,0.0084975116159946,2018-03-07
002223.SZ,0.0335891606314263,2018-03-07
002236.SZ,0.0226744554282147,2018-03-07
002262.SZ,0.0191060886243997,2018-03-07
002313.SZ,0.0069020725472115,2018-03-07
000513.SZ,0.0001529907346142,2018-03-07
002368.SZ,0.00784005114189,2018-03-07
002317.SZ,0.0052833999134206,2018-03-07
300166.SZ,0.0079109916210536,2018-03-07
300122.SZ,0.0151672088393304,2018-03-07
300078.SZ,0.0031614299910093,2018-03-07
300036.SZ,0.0082635716340336,2018-03-07
300009.SZ,0.0044709464897612,2018-03-07
300170.SZ,0.0087632052329186,2018-03-07
002583.SZ,0.0044362582790669,2018-03-07
002468.SZ,0.0174554386837061,2018-03-07
002422.SZ,0.0146480738074072,2018-03-07
002416.SZ,0.0173839371312148,2018-03-07
002415.SZ,0.0281558184558806,2018-03-07
002626.SZ,0.006650481919581,2018-03-07
002380.SZ,0.0111328858605212,2018-03-07
300532.SZ,0.0079856456197297,2018-03-14
300498.SZ,0.0287418636642466,2018-03-14
300383.SZ,0.0179052629376685,2018-03-14
300369.SZ,0.0417708970784222,2018-03-14
300366.SZ,0.0266449528304229,2018-03-14
300324.SZ,0.0196095601352236,2018-03-14
300348.SZ,0.0113639658874125,2018-03-14
300323.SZ,0.0225700587382733,2018-03-14
300253.SZ,0.0137501019281956,2018-03-14
300170.SZ,0.0064760852382608,2018-03-14
300545.SZ,0.0002462669208038,2018-03-14
300352.SZ,0.0103708191322619,2018-03-14
300607.SZ,0.0370240809434086,2018-03-14
600996.SH,0.0024771288421602,2018-03-14
600195.SH,0.0138326656496805,2018-03-14
600284.SH,0.0241778067888973,2018-03-14
600570.SH,0.0038329787020287,2018-03-14
600686.SH,0.0151093235751522,2018-03-14
600690.SH,0.0275313288396479,2018-03-14
600998.SH,0.0242355173100267,2018-03-14
601369.SH,0.0340625849506546,2018-03-14
601800.SH,0.0370483477504159,2018-03-14
603019.SH,0.0028428509550661,2018-03-14
603026.SH,0.0069261762061316,2018-03-14
603601.SH,0.0057192842275021,2018-03-14
300168.SZ,0.0154928447139442,2018-03-14
600116.SH,0.0165166344618001,2018-03-14
300130.SZ,0.0067903419913532,2018-03-14
002050.SZ,0.0119998720155207,2018-03-14
300098.SZ,0.0301747899880429,2018-03-14
000100.SZ,0.0203748337053686,2018-03-14
000630.SZ,0.0167359736459598,2018-03-14
000651.SZ,0.0405568709547899,2018-03-14
000818.SZ,0.0198554884522451,2018-03-14
000997.SZ,0.0049003966993633,2018-03-14
300121.SZ,0.0077410984829276,2018-03-14
002065.SZ,0.0332448366008646,2018-03-14
002139.SZ,0.0012445863593128,2018-03-14
002152.SZ,0.0240420472857495,2018-03-14
002202.SZ,0.0151646150982851,2018-03-14
002242.SZ,0.0109422954364035,2018-03-14
002249.SZ,0.0022455235117832,2018-03-14
000528.SZ,0.0193932822859751,2018-03-14
002410.SZ,0.0298281503298446,2018-03-14
300097.SZ,0.0245243861338101,2018-03-14
300078.SZ,0.0014487231943014,2018-03-14
300026.SZ,0.0048681254917818,2018-03-14
002376.SZ,0.0292309759284439,2018-03-14
002649.SZ,0.0043342717182399,2018-03-14
002677.SZ,0.0024085420239968,2018-03-14
002472.SZ,0.0351486361273938,2018-03-14
002439.SZ,0.0334826484263389,2018-03-14
002430.SZ,0.0300855025942709,2018-03-14
002429.SZ,0.0139072014276845,2018-03-14
002411.SZ,0.0360520365413314,2018-03-14
002548.SZ,0.015008913521176,2018-03-14
600511.SH,0.0407271553293844,2018-03-21
600436.SH,0.0131492598319895,2018-03-21
600276.SH,0.0296804266024969,2018-03-21
600216.SH,0.0113901580378058,2018-03-21
300601.SZ,0.0034331783025744,2018-03-21
600196.SH,0.0065352651902212,2018-03-21
600062.SH,0.0395482349983152,2018-03-21
600056.SH,0.016645529945916,2018-03-21
600521.SH,0.0035999212316663,2018-03-21
600211.SH,0.008933634292674,2018-03-21
600535.SH,0.0344644698990482,2018-03-21
601766.SH,0.0318280213219823,2018-03-21
600585.SH,0.0224243661049895,2018-03-21
600801.SH,0.014793178439334,2018-03-21
601021.SH,0.0068731373393341,2018-03-21
601688.SH,0.0353516577276144,2018-03-21
601996.SH,0.0027719550560174,2018-03-21
603108.SH,0.0041009336776753,2018-03-21
603368.SH,0.036285077825942,2018-03-21
603515.SH,0.0109941675462413,2018-03-21
603883.SH,0.0411731268600606,2018-03-21
300550.SZ,0.0228891519486591,2018-03-21
600566.SH,0.0139733838007921,2018-03-21
300463.SZ,0.0120078458801083,2018-03-21
300357.SZ,0.0199246763764712,2018-03-21
002294.SZ,0.0402131522052153,2018-03-21
300378.SZ,0.0062420009072545,2018-03-21
000423.SZ,0.0081050114477746,2018-03-21
000567.SZ,0.0352803786368479,2018-03-21
000952.SZ,0.0072001658681479,2018-03-21
000963.SZ,0.0024005533151417,2018-03-21
000999.SZ,0.035655529531405,2018-03-21
002007.SZ,0.0335061926728094,2018-03-21
002372.SZ,0.0375385449467316,2018-03-21
002411.SZ,0.0349441953984954,2018-03-21
002590.SZ,0.0004825900330358,2018-03-21
002603.SZ,0.0390051746159506,2018-03-21
002422.SZ,0.0080557382713014,2018-03-21
002712.SZ,0.0098842256782149,2018-03-21
002727.SZ,0.0117895646730717,2018-03-21
002737.SZ,0.0411939014308352,2018-03-21
002821.SZ,0.0285833729178012,2018-03-21
300003.SZ,0.0047873809220007,2018-03-21
300015.SZ,0.0128303577343527,2018-03-21
300122.SZ,0.0070979209343607,2018-03-21
300142.SZ,0.0279580937716735,2018-03-21
300196.SZ,0.0390177614088546,2018-03-21
300199.SZ,0.0321273126079573,2018-03-21
002626.SZ,0.0126029665034503,2018-03-21
300532.SZ,0.0306419324195404,2018-03-28
600332.SH,0.0217435209952981,2018-03-28
600271.SH,0.0122641251634852,2018-03-28
600038.SH,0.0084445615003042,2018-03-28
300523.SZ,0.0187192582931946,2018-03-28
300351.SZ,0.0176060564554137,2018-03-28
300447.SZ,0.0077632024619066,2018-03-28
300408.SZ,0.0173356539756191,2018-03-28
300358.SZ,0.0226853521127097,2018-03-28
600372.SH,0.0152208463388528,2018-03-28
300459.SZ,0.0260719786413033,2018-03-28
603806.SH,0.0144214948982826,2018-03-28
603799.SH,0.0055826668109303,2018-03-28
600765.SH,0.0331302112960772,2018-03-28
600863.SH,0.0338926282480751,2018-03-28
600879.SH,0.0077965957828908,2018-03-28
600888.SH,0.0228403324225189,2018-03-28
600893.SH,0.0319787504341484,2018-03-28
600967.SH,0.0240232832531837,2018-03-28
601012.SH,0.0296774129433238,2018-03-28
601139.SH,0.0383973245542597,2018-03-28
601212.SH,0.0179118801526456,2018-03-28
603019.SH,0.0045127562801421,2018-03-28
603039.SH,0.0377585862977945,2018-03-28
600590.SH,0.0163862568426475,2018-03-28
300339.SZ,0.0055555155612437,2018-03-28
600570.SH,0.013170009498743,2018-03-28
300271.SZ,0.021305308679302,2018-03-28
300287.SZ,0.0065485458670367,2018-03-28
000768.SZ,0.0174200696934467,2018-03-28
000977.SZ,0.0234251232485115,2018-03-28
002013.SZ,0.0370228283542682,2018-03-28
002234.SZ,0.0375556973478459,2018-03-28
002236.SZ,0.0170316727107394,2018-03-28
002383.SZ,0.0090479348164693,2018-03-28
002389.SZ,0.0068655632406281,2018-03-28
002414.SZ,0.0001715633686152,2018-03-28
002439.SZ,0.0043384344753806,2018-03-28
002519.SZ,0.0016384076874791,2018-03-28
002536.SZ,0.0113032878454564,2018-03-28
002301.SZ,0.0369569423006341,2018-03-28
002668.SZ,0.0382885877043392,2018-03-28
300212.SZ,0.028974483078553,2018-03-28
002554.SZ,0.0204877722627782,2018-03-28
300188.SZ,0.0020927758835663,2018-03-28
300182.SZ,0.0218835248548997,2018-03-28
300159.SZ,0.035569115492422,2018-03-28
300130.SZ,0.0005515465876934,2018-03-28
300170.SZ,0.000223373543985,2018-03-28
300114.SZ,0.0068289274274826,2018-03-28
300036.SZ,0.0138156124922838,2018-03-28
300009.SZ,0.0021747939187936,2018-03-28
002829.SZ,0.0299317758522885,2018-03-28
002777.SZ,0.0330141376305643,2018-03-28
300394.SZ,0.0321602363736822,2018-04-04
300548.SZ,0.0051783385966885,2018-04-04
300523.SZ,0.0134014055528319,2018-04-04
300424.SZ,0.0192866359892671,2018-04-04
300570.SZ,0.0015526896004491,2018-04-04
300378.SZ,0.0244560626320838,2018-04-04
300271.SZ,0.0254404882703788,2018-04-04
300324.SZ,0.0099277409375838,2018-04-04
300310.SZ,0.011314511063229,2018-04-04
300308.SZ,0.024247777455737,2018-04-04
300253.SZ,0.0131310029680448,2018-04-04
300590.SZ,0.0008348661462375,2018-04-04
300339.SZ,0.0176661982190756,2018-04-04
600089.SH,0.0233558488655842,2018-04-04
603208.SH,0.0209303097727985,2018-04-04
600211.SH,0.00775110218048,2018-04-04
603990.SH,0.0092930201368247,2018-04-04
603989.SH,0.0327583042930419,2018-04-04
603520.SH,0.0165571729948294,2018-04-04
300229.SZ,0.0129284596821667,2018-04-04
603025.SH,0.0338418469655822,2018-04-04
603019.SH,0.0151873503140314,2018-04-04
600208.SH,0.0315067667362328,2018-04-04
601369.SH,0.0110976999879575,2018-04-04
600756.SH,0.0044697516073846,2018-04-04
600736.SH,0.0111598540353404,2018-04-04
600723.SH,0.0264257754036564,2018-04-04
600718.SH,0.0018542707583298,2018-04-04
600271.SH,0.0326503165950658,2018-04-04
600260.SH,0.0195427269344368,2018-04-04
600804.SH,0.0343079715539718,2018-04-04
300213.SZ,0.0052235470368077,2018-04-04
300287.SZ,0.0093875286301592,2018-04-04
300183.SZ,0.0168548571229704,2018-04-04
300188.SZ,0.0113133583806506,2018-04-04
000008.SZ,0.0330774865634647,2018-04-04
000938.SZ,0.0030477076013338,2018-04-04
000967.SZ,0.0166544291308081,2018-04-04
000977.SZ,0.0049823891311033,2018-04-04
002115.SZ,0.0168571659468555,2018-04-04
002180.SZ,0.0186866480218296,2018-04-04
002230.SZ,0.0036081838181542,2018-04-04
002279.SZ,0.0021707093290892,2018-04-04
002281.SZ,0.0002718739044141,2018-04-04
002313.SZ,0.0055048099849598,2018-04-04
002376.SZ,0.0154959041716354,2018-04-04
002383.SZ,0.0148634690908466,2018-04-04
002396.SZ,0.0075654848180696,2018-04-04
002410.SZ,0.0235343808193848,2018-04-04
002189.SZ,0.0276279373641668,2018-04-04
002421.SZ,0.014245436911387,2018-04-04
300166.SZ,0.0094598652276196,2018-04-04
002416.SZ,0.0013450562534621,2018-04-04
300133.SZ,0.0192315419205771,2018-04-04
300098.SZ,0.0018088035885569,2018-04-04
300061.SZ,0.00463313821897,2018-04-04
300044.SZ,0.0259163311569065,2018-04-04
300017.SZ,0.0005599597879484,2018-04-04
300047.SZ,0.018990646677167,2018-04-04
002668.SZ,0.0252856344539102,2018-04-04
002599.SZ,0.0257531941786121,2018-04-04
002583.SZ,0.0052233612366745,2018-04-04
002491.SZ,0.0118241538726108,2018-04-04
002465.SZ,0.0292071975558499,2018-04-04
002424.SZ,0.0255713054700372,2018-04-04
600616.SH,0.0127957691426499,2018-04-11
600809.SH,0.0059090214423568,2018-04-11
600761.SH,0.0148115249457826,2018-04-11
600713.SH,0.0061693346277715,2018-04-11
600682.SH,0.0246054264518212,2018-04-11
600829.SH,0.0242075112868818,2018-04-11
600600.SH,0.0109156847317508,2018-04-11
600248.SH,0.0260575344786365,2018-04-11
600597.SH,0.0187630782843775,2018-04-11
600519.SH,0.0058732450610112,2018-04-11
600315.SH,0.0167093858757249,2018-04-11
600305.SH,0.005669305833014,2018-04-11
600298.SH,0.0088024235667476,2018-04-11
600201.SH,0.0156280004103446,2018-04-11
600835.SH,0.0023647666219664,2018-04-11
600598.SH,0.0253288177075183,2018-04-11
600837.SH,0.0173555595431678,2018-04-11
603816.SH,0.0089230346567576,2018-04-11
600887.SH,0.0175844056737004,2018-04-11
600197.SH,0.0110038233992483,2018-04-11
603866.SH,0.0063770769252818,2018-04-11
603589.SH,0.0131682348758569,2018-04-11
603566.SH,0.0171089263725863,2018-04-11
603517.SH,0.0112862401335673,2018-04-11
603369.SH,0.0003767568517138,2018-04-11
603288.SH,0.0257020803282297,2018-04-11
603198.SH,0.0089325531202281,2018-04-11
603027.SH,0.0190256410050688,2018-04-11
601881.SH,0.0078016415211834,2018-04-11
601555.SH,0.0174331850540731,2018-04-11
601377.SH,0.0050463310135292,2018-04-11
601375.SH,0.0042009633964536,2018-04-11
600998.SH,0.0198697915205551,2018-04-11
600987.SH,0.0231075482761095,2018-04-11
600872.SH,0.0037572939217852,2018-04-11
600136.SH,0.0093242077103066,2018-04-11
002332.SZ,0.0021114672473418,2018-04-11
600062.SH,0.0189408269793493,2018-04-11
002433.SZ,0.0224171471850394,2018-04-11
002422.SZ,0.0056964137409449,2018-04-11
002385.SZ,0.0242760788170451,2018-04-11
600132.SH,0.0161313238794821,2018-04-11
002304.SZ,0.008719614454247,2018-04-11
002124.SZ,0.0238750955917288,2018-04-11
000959.SZ,0.0261190100076895,2018-04-11
000895.SZ,0.0155682968118835,2018-04-11
000860.SZ,0.0085570980179967,2018-04-11
000858.SZ,0.0237413079897841,2018-04-11
000729.SZ,0.0010230074381479,2018-04-11
000661.SZ,0.0240413286433886,2018-04-11
000596.SZ,0.0069826475984901,2018-04-11
000568.SZ,0.0073661494436478,2018-04-11
000028.SZ,0.000855563511807,2018-04-11
002507.SZ,0.0262858251884324,2018-04-11
002551.SZ,0.0086710147955894,2018-04-11
000639.SZ,0.0148237726837709,2018-04-11
002582.SZ,0.0129537564138688,2018-04-11
002557.SZ,0.0175781622214515,2018-04-11
600059.SH,0.0028130768642942,2018-04-11
600022.SH,0.0101492440786277,2018-04-11
300577.SZ,0.0041708332487388,2018-04-11
300511.SZ,0.0195513031181789,2018-04-11
300498.SZ,0.0203297950272251,2018-04-11
300387.SZ,0.0139455163203288,2018-04-11
600028.SH,0.0236880508287715,2018-04-11
300207.SZ,0.0121339422647129,2018-04-11
300146.SZ,0.0156214457097307,2018-04-11
300138.SZ,0.017391488417777,2018-04-11
300026.SZ,0.0203631168432775,2018-04-11
002831.SZ,0.0124730656617857,2018-04-11
002675.SZ,0.0065359440347857,2018-04-11
300263.SZ,0.0196526086113088,2018-04-11
002589.SZ,0.0124495345415685,2018-04-11
300426.SZ,0.0121275788899501,2018-04-18
300357.SZ,0.0133557134778795,2018-04-18
300352.SZ,0.0167464731413601,2018-04-18
300348.SZ,0.0002552473873757,2018-04-18
300339.SZ,0.0024098371380152,2018-04-18
300253.SZ,0.0023753813016813,2018-04-18
300297.SZ,0.0245696271575424,2018-04-18
300271.SZ,0.0207941525610903,2018-04-18
300212.SZ,0.022943902111081,2018-04-18
300188.SZ,0.016616694446292,2018-04-18
300532.SZ,0.0090164925418527,2018-04-18
300183.SZ,0.0127006089148805,2018-04-18
300324.SZ,0.0023367300973979,2018-04-18
300595.SZ,0.0209405579577618,2018-04-18
600590.SH,0.0107103483731767,2018-04-18
600050.SH,0.0265347631820128,2018-04-18
600132.SH,0.0136458262896534,2018-04-18
600256.SH,0.0374569673086938,2018-04-18
600305.SH,0.0025010273749705,2018-04-18
600410.SH,0.0030016536852595,2018-04-18
600570.SH,0.0114078368387182,2018-04-18
600996.SH,0.020879508005286,2018-04-18
603025.SH,0.012379079753042,2018-04-18
603369.SH,0.0282515432360474,2018-04-18
603589.SH,0.0255432344505834,2018-04-18
603866.SH,0.035460772420955,2018-04-18
603869.SH,0.0323384706784168,2018-04-18
300180.SZ,0.0376050057941018,2018-04-18
300623.SZ,0.0008089472705084,2018-04-18
300170.SZ,0.0128515925548632,2018-04-18
300166.SZ,0.0239717301244796,2018-04-18
000997.SZ,0.0322854343957817,2018-04-18
300098.SZ,0.0042050380285161,2018-04-18
000066.SZ,0.0020165394361821,2018-04-18
000568.SZ,0.007128938087579,2018-04-18
000729.SZ,0.0067274717937641,2018-04-18
000848.SZ,0.0206334926747395,2018-04-18
000858.SZ,0.0192465312997749,2018-04-18
000860.SZ,0.0145819972802778,2018-04-18
002013.SZ,0.0080344343049903,2018-04-18
002095.SZ,0.0139140615242531,2018-04-18
002153.SZ,0.0331002097013481,2018-04-18
002195.SZ,0.0109890299918034,2018-04-18
002279.SZ,0.010088144110327,2018-04-18
002304.SZ,0.0367770022080556,2018-04-18
002308.SZ,0.0250192760753904,2018-04-18
002230.SZ,0.015917957154486,2018-04-18
002376.SZ,0.0359351134528745,2018-04-18
300075.SZ,0.0097341731121175,2018-04-18
300059.SZ,0.0060270265314968,2018-04-18
300036.SZ,0.0038374244699558,2018-04-18
300033.SZ,0.0110329090696741,2018-04-18
002368.SZ,0.0161382766733738,2018-04-18
002815.SZ,0.0008684659509537,2018-04-18
002732.SZ,0.0156929450127639,2018-04-18
002829.SZ,0.0054652681236942,2018-04-18
002661.SZ,0.0202512194544687,2018-04-18
002640.SZ,0.0076107827661198,2018-04-18
002593.SZ,0.0333134965057124,2018-04-18
002557.SZ,0.0341785772266092,2018-04-18
002383.SZ,0.0109779636627586,2018-04-18
002380.SZ,0.0157334954552258,2018-04-18
600271.SH,0.0141932717893786,2018-04-25
600376.SH,0.0282513248992376,2018-04-25
600340.SH,0.0287355334504712,2018-04-25
600309.SH,0.016427968839237,2018-04-25
600282.SH,0.0144932480304998,2018-04-25
600277.SH,0.0195587919271326,2018-04-25
600409.SH,0.0214688258435191,2018-04-25
600075.SH,0.0171948324385176,2018-04-25
300438.SZ,0.0100095129385983,2018-04-25
600036.SH,0.0143710141745236,2018-04-25
600019.SH,0.0239657042235413,2018-04-25
300607.SZ,0.0129805496077322,2018-04-25
300501.SZ,0.0108532780562396,2018-04-25
300488.SZ,0.0025791899612568,2018-04-25
